         4931400 function calls (4927001 primitive calls) in 23.957 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 result.py:25(TestResult)
        1    0.000    0.000    0.000    0.000 numerictypes.py:458(_set_array_types)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
       12    0.000    0.000    0.000    0.000 _abcoll.py:363(__contains__)
        1    0.000    0.000    0.000    0.000 quadrics.py:6(GLUQuadric)
        1    0.000    0.000    0.000    0.000 threading.py:627(__init__)
       31    0.000    0.000    0.000    0.000 os.py:519(encodekey)
        1    0.000    0.000    0.000    0.000 subprocess.py:640(Popen)
        1    0.000    0.000    0.000    0.000 __init__.py:69(search_function)
      433    0.000    0.000    0.000    0.000 {built-in method ord}
      130    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       74    0.000    0.000    0.000    0.000 _inspect.py:152(strseq)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:761(Environment)
      684    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
       18    0.000    0.000    0.000    0.000 pkg_resources.py:2798(_find_adapter)
        1    0.000    0.000    0.000    0.000 GUI.py:10(Text)
       11    0.000    0.000    0.000    0.000 pkg_resources.py:519(__iter__)
       27    0.000    0.000    0.000    0.000 collections.py:358(<genexpr>)
        2    0.000    0.000    0.000    0.000 shader_image_load_store.py:12(_f)
        8    0.000    0.000    0.000    0.000 __init__.py:489(cast)
        3    0.000    0.000    0.000    0.000 extensions.py:95(hasExtension)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:105(ArrayDatatype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:787(_construct_lookups)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 copy_image.py:12(_f)
      116    0.000    0.000    0.000    0.000 baseplatform.py:112(wrapContextCheck)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        2    0.000    0.000    0.000    0.000 utils.py:152(deprecate)
       48    0.000    0.000    0.000    0.000 latebind.py:55(__init__)
      130    0.000    0.000    0.000    0.000 sre_parse.py:136(__setitem__)
      507    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       18    0.000    0.000    0.000    0.000 numpymodule.py:202(lookupDtype)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        6    0.000    0.000    0.000    0.000 extensions.py:103(__call__)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:112(get_supported_platform)
        1    0.000    0.000    0.000    0.000 fragment_shader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locals.py:24(<module>)
        2    0.000    0.000    0.000    0.000 framebuffer_no_attachments.py:12(_f)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        6    0.000    0.000    0.000    0.000 core.py:1052(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.000    0.000 robust_buffer_access_behavior.py:1(<module>)
      125    0.000    0.000    0.000    0.000 {built-in method getlower}
        1    0.000    0.000    0.000    0.000 pickle.py:177(_Pickler)
       22    0.000    0.000    0.000    0.000 {built-in method _getfullpathname}
        1    0.000    0.000    0.000    0.000 internalformat_query2.py:12(_f)
        1    0.000    0.000    0.000    0.000 main.py:98(<listcomp>)
      128    0.000    0.000    0.000    0.000 sre_parse.py:218(isident)
       49    0.000    0.000    0.000    0.000 {built-in method locals}
       95    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       49    0.000    0.000    0.000    0.000 {built-in method repr}
        1    0.000    0.000    0.000    0.000 formathandler.py:8(FormatHandler)
        1    0.000    0.000    0.000    0.000 _iotools.py:466(StringConverter)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
       22    0.000    0.000    0.000    0.000 {built-in method zeros}
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 map_buffer_alignment.py:1(<module>)
        8    0.000    0.000    0.000    0.000 wrapper.py:419(<listcomp>)
      126    0.000    0.000    0.000    0.000 logs.py:75(logOnFail)
        3    0.000    0.000    0.000    0.000 result.py:13(failfast)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
       40    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        1    0.000    0.000    0.000    0.000 conservative_depth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1378(has_resource)
        9    0.000    0.000    0.000    0.000 core.py:2428(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:26(update_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:1231(info)
       30    0.000    0.000    0.000    0.000 numerictypes.py:450(_add_array_type)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1495(get_resource_stream)
      422    0.000    0.000    0.000    0.000 {built-in method globals}
        1    0.000    0.000    0.000    0.000 calendar.py:49(<listcomp>)
        1    0.000    0.000    0.000    0.000 weakref.py:45(__init__)
        4    0.000    0.000    0.000    0.000 pkg_resources.py:79(_declare_state)
        1    0.000    0.000    0.000    0.000 win32.py:71(getExtensionProcedure)
       64    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      164    0.000    0.000    0.000    0.000 {built-in method byref}
        2    0.000    0.000    0.000    0.000 numpymodule.py:114(asArray)
        1    0.000    0.000    0.000    0.000 explicit_attrib_location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 latebind.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:2050(yield_lines)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:239(get_build_platform)
        1    0.000    0.000    0.000    0.000 _lookupint.py:1(<module>)
       37    0.000    0.000    0.000    0.000 error.py:193(__bool__)
        1    0.000    0.000    0.000    0.000 financial.py:10(<module>)
      159    0.000    0.000    0.000    0.000 GL_1_5.py:43(<lambda>)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:345(_add_integer_aliases)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 texture_query_levels.py:1(<module>)
        1    0.000    0.000    0.000    0.000 texture_query_lod.py:1(<module>)
        1    0.000    0.000    0.000    0.000 explicit_uniform_location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _opaque.py:18(opaque_pointer_cls)
        2    0.000    0.000    0.000    0.000 GUI.py:673(convertPoint)
       39    0.000    0.000    0.000    0.000 numerictypes.py:157(english_upper)
        4    0.000    0.000    0.000    0.000 strings.py:17(from_param)
       38    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       48    0.000    0.000    0.000    0.000 lazywrapper.py:8(lazy)
        1    0.000    0.000    0.000    0.000 _internal.py:224(_ctypes)
        1    0.000    0.000    0.000    0.000 _errors.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _inspect.py:163(<lambda>)
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
        2    0.000    0.000    0.000    0.000 getlimits.py:269(max)
       21    0.000    0.000    0.000    0.000 {built-in method empty}
       28    0.000    0.000    0.000    0.000 pkgutil.py:170(__init__)
        1    0.000    0.000    0.000    0.000 logs.py:43(_FullLoggedFunction)
        1    0.000    0.000    0.000    0.000 sysfont.py:21(<module>)
        1    0.000    0.000    0.000    0.000 shaders.py:112(check_linked)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numpymodule.py:122(contiguous)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shader_atomic_counters.py:12(_f)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
      303    0.000    0.000    0.000    0.000 sre_compile.py:25(_identityfunction)
        1    0.000    0.000    0.000    0.000 <string>:7(Chebyshev)
        2    0.000    0.000    0.000    0.000 utils.py:108(__call__)
        2    0.000    0.000    0.000    0.000 shaders.py:212(<listcomp>)
        1    0.000    0.000    0.000    0.000 glget.py:11(<module>)
        2    0.000    0.000    0.000    0.000 pkg_resources.py:1365(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:435(_construct_char_code_lookup)
        9    0.000    0.000    0.000    0.000 core.py:2434(getdoc)
        1    0.000    0.000    0.000    0.000 datetime.py:1786(timezone)
       18    0.000    0.000    0.000    0.000 _types.py:32(_defineType)
       27    0.000    0.000    0.000    0.000 sre_compile.py:52(fixup)
        1    0.000    0.000    0.000    0.000 _iotools.py:246(NameValidator)
       37    0.000    0.000    0.000    0.000 arrayhelpers.py:150(__init__)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 latin_1.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 numerictypes.py:386(_set_up_aliases)
        2    0.000    0.000    0.000    0.000 exceptional.py:88(glMap1)
        1    0.000    0.000    0.000    0.000 socket.py:244(SocketIO)
        1    0.000    0.000    0.000    0.000 threading.py:381(Event)
        2    0.000    0.000    0.000    0.000 wrapper.py:320(setCResolver)
       12    0.000    0.000    0.000    0.000 pkg_resources.py:1806(__init__)
      361    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
      163    0.000    0.000    0.000    0.000 wrapper.py:39(none_or_pass)
        6    0.000    0.000    0.000    0.000 hashlib.py:94(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 plugins.py:26(by_name)
        1    0.000    0.000    0.000    0.000 threading.py:402(set)
        1    0.000    0.000    0.000    0.000 shading_language_420pack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shading_language_packing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1016(__init__)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2144(EntryPoint)
        2    0.000    0.000    0.000    0.000 threading.py:172(Condition)
        2    0.000    0.000    0.000    0.000 exceptional.py:59(glMap2)
      324    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        4    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
      178    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       16    0.000    0.000    0.000    0.000 __init__.py:657(__init__)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method set_caption}
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1172(MarkerEvaluation)
        4    0.000    0.000    0.000    0.000 numpymodule.py:80(zeros)
        7    0.000    0.000    0.000    0.000 wrapper.py:450(<listcomp>)
       33    0.000    0.000    0.000    0.000 os.py:513(check_str)
        1    0.000    0.000    0.000    0.000 threading.py:388(__init__)
       16    0.000    0.000    0.000    0.000 __init__.py:177(_checkLevel)
       18    0.000    0.000    0.000    0.000 plugins.py:6(__init__)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:22(HandlerRegistry)
        1    0.000    0.000    0.000    0.000 numpymodule.py:67(NumpyHandler)
        1    0.000    0.000    0.000    0.000 win32.py:15(_size)
        1    0.000    0.000    0.000    0.000 __init__.py:742(__init__)
        1    0.000    0.000    0.000    0.000 GUI.py:416(<listcomp>)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:87(socket)
       13    0.000    0.000    0.000    0.000 numerictypes.py:184(english_capitalize)
        1    0.000    0.000    0.000    0.000 defmatrix.py:206(matrix)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 npyio.py:133(NpzFile)
        1    0.000    0.000    0.000    0.000 __init__.py:320(CDLL)
       25    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       25    0.000    0.000    0.000    0.000 ntpath.py:74(_get_special)
       40    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        2    0.000    0.000    0.000    0.000 numeric.py:2320(seterr)
        8    0.000    0.000    0.000    0.000 _weakrefset.py:79(add)
        1    0.000    0.000    0.000    0.000 sysconfig.py:527(get_platform)
        1    0.000    0.000    0.000    0.000 {built-in method getwindowsversion}
        1    0.000    0.000    0.000    0.000 polynomial.py:930(poly1d)
        1    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:150(DataSource)
        2    0.000    0.000    0.000    0.000 threading.py:177(__init__)
       57    0.000    0.000    0.000    0.000 {built-in method max}
       25    0.000    0.000    0.000    0.000 {built-in method _getframe}
        1    0.000    0.000    0.000    0.000 pkg_resources.py:402(WorkingSet)
        1    0.000    0.000    0.000    0.000 <string>:7(Hermite)
        1    0.000    0.000    0.000    0.000 _bytes.py:20(<module>)
        2    0.000    0.000    0.000    0.000 converters.py:194(__call__)
        1    0.000    0.000    0.000    0.000 numeric.py:2705(__enter__)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        2    0.000    0.000    0.000    0.000 converters.py:301(stringArray)
       37    0.000    0.000    0.000    0.000 main.py:11(addVillage)
       18    0.000    0.000    0.000    0.000 arrayhelpers.py:173(arraySizeOfFirstType)
        1    0.000    0.000    0.000    0.000 pprint.py:73(_safe_key)
        1    0.000    0.000    0.000    0.000 tarfile.py:917(TarInfo)
        8    0.000    0.000    0.000    0.000 __future__.py:77(__init__)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:88(RLock)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        1    0.000    0.000    0.000    0.000 platform.py:1026(architecture)
        1    0.000    0.000    0.000    0.000 tarfile.py:776(ExFileObject)
        1    0.000    0.000    0.000    0.000 <string>:5(Mismatch)
        1    0.000    0.000    0.000    0.000 __init__.py:733(Handler)
       17    0.000    0.000    0.000    0.000 __init__.py:1046(append)
        1    0.000    0.000    0.000    0.000 GUI.py:230(Gui)
        1    0.000    0.000    0.000    0.000 tarfile.py:382(_Stream)
       41    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1589(ZipProvider)
        1    0.000    0.000    0.000    0.000 py3k.py:4(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method round}
        1    0.000    0.000    0.000    0.000 threading.py:302(notify_all)
       18    0.000    0.000    0.000    0.000 pkg_resources.py:2791(_get_mro)
        1    0.000    0.000    0.000    0.000 <string>:5(Match)
        1    0.000    0.000    0.000    0.000 datetime.py:1302(datetime)
        1    0.000    0.000    0.000    0.000 <string>:7(HermiteE)
       16    0.000    0.000    0.000    0.000 converters.py:146(__init__)
        1    0.000    0.000    0.000    0.000 <string>:7(Laguerre)
        1    0.000    0.000    0.000    0.000 threading.py:615(Thread)
        1    0.000    0.000    0.000    0.000 defchararray.py:1668(chararray)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:917(ResourceManager)
        1    0.000    0.000    0.000    0.000 converters.py:7(Converter)
        1    0.000    0.000    0.000    0.000 <string>:5(SplitResult)
        5    0.000    0.000    0.000    0.000 {built-in method allocate_lock}
        1    0.000    0.000    0.000    0.000 weakref.py:257(__init__)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:1574(TarFile)
        1    0.000    0.000    0.000    0.000 ctypesloader.py:10(<listcomp>)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:1358(NullProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:416(LibraryLoader)
        4    0.000    0.000    0.000    0.000 datetime.py:661(__new__)
        2    0.000    0.000    0.000    0.000 images.py:71(rankPacking)
        3    0.000    0.000    0.000    0.000 {method 'tobytes' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1186(Logger)
        1    0.000    0.000    0.000    0.000 _numpysndarray.py:34(<module>)
        1    0.000    0.000    0.000    0.000 plugins.py:45(match)
        1    0.000    0.000    0.000    0.000 sprite.py:613(LayeredUpdates)
        1    0.000    0.000    0.000    0.000 zipfile.py:271(ZipInfo)
        1    0.000    0.000    0.000    0.000 {built-in method time}
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
        2    0.000    0.000    0.000    0.000 ctypesarrays.py:18(from_param)
       12    0.000    0.000    0.000    0.000 _weakrefset.py:68(__contains__)
        1    0.000    0.000    0.000    0.000 warnings.py:327(__enter__)
        1    0.000    0.000    0.000    0.000 random.py:68(Random)
        1    0.000    0.000    0.000    0.000 subprocess.py:350(CalledProcessError)
        4    0.000    0.000    0.000    0.000 core.py:92(doc_note)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method getcwd}
        1    0.000    0.000    0.000    0.000 __init__.py:723(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 polytemplate.py:11(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:500(__neg__)
        3    0.000    0.000    0.000    0.000 index_tricks.py:231(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:376(PyDLL)
        1    0.000    0.000    0.000    0.000 warnings.py:306(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:631(date)
        3    0.000    0.000    0.000    0.000 extensions.py:126(getExtensions)
        1    0.000    0.000    0.000    0.000 core.py:5767(__new__)
        1    0.000    0.000    0.000    0.000 calendar.py:126(Calendar)
        1    0.000    0.000    0.000    0.000 glustruct.py:6(GLUStruct)
       52    0.000    0.000    0.000    0.000 _compat_pickle.py:80(<genexpr>)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 plugins.py:3(Plugin)
        1    0.000    0.000    0.000    0.000 <string>:5(manifest_mod)
        2    0.000    0.000    0.000    0.000 datetime.py:1312(__new__)
       31    0.000    0.000    0.000    0.000 _inspect.py:39(iscode)
        1    0.000    0.000    0.000    0.000 tempfile.py:484(SpooledTemporaryFile)
        3    0.000    0.000    0.000    0.000 {method 'tolist' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:1373(PyZipFile)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:174(AddrlistClass)
        1    0.000    0.000    0.000    0.000 parse.py:625(Quoter)
        1    0.000    0.000    0.000    0.000 sprite.py:1223(GroupSingle)
        1    0.000    0.000    0.000    0.000 _types.py:27(_get_ctypes_version)
        1    0.000    0.000    0.000    0.000 sprite.py:284(AbstractGroup)
        1    0.000    0.000    0.000    0.000 ctypespointers.py:11(CtypesPointerHandler)
        1    0.000    0.000    0.000    0.000 parse.py:131(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 baseplatform.py:54(BasePlatform)
        1    0.000    0.000    0.000    0.000 datetime.py:993(time)
        1    0.000    0.000    0.000    0.000 main.py:143(initPlayers)
        8    0.000    0.000    0.000    0.000 pkg_resources.py:1769(__init__)
        1    0.000    0.000    0.000    0.000 sprite.py:106(Sprite)
        1    0.000    0.000    0.000    0.000 plistlib.py:296(Plist)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:456(__init__)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 nanfunctions.py:16(<module>)
        1    0.000    0.000    0.000    0.000 ctypesarrays.py:16(CtypesArrayHandler)
        1    0.000    0.000    0.000    0.000 GUI.py:183(UI)
        1    0.000    0.000    0.000    0.000 calendar.py:69(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:284(notify)
        1    0.000    0.000    0.000    0.000 __init__.py:42(normalize_encoding)
       27    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 loader.py:43(TestLoader)
        1    0.000    0.000    0.000    0.000 images.py:42(<module>)
       11    0.000    0.000    0.000    0.000 {built-in method release_lock}
        2    0.000    0.000    0.000    0.000 vbo.py:50(register)
        1    0.000    0.000    0.000    0.000 warnings.py:59(simplefilter)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 {function seed at 0x0000000008D66DC8}
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        4    0.000    0.000    0.000    0.000 functools.py:54(wraps)
        1    0.000    0.000    0.000    0.000 datetime.py:298(timedelta)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 images.py:447(finalise)
        1    0.000    0.000    0.000    0.000 GUI.py:165(Button)
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 GUI.py:124(Element)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 _datasource.py:499(Repository)
        1    0.000    0.000    0.000    0.000 __init__.py:87(MissingModule)
        1    0.000    0.000    0.000    0.000 strings.py:14(StringHandler)
        2    0.000    0.000    0.000    0.000 numeric.py:2416(geterr)
        9    0.000    0.000    0.000    0.000 case.py:1165(_deprecate)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:347(_FuncPtr)
        1    0.000    0.000    0.000    0.000 _configflags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:403(Formatter)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
        1    0.000    0.000    0.000    0.000 {built-in method sorted}
        1    0.000    0.000    0.000    0.000 threading.py:439(Barrier)
       13    0.000    0.000    0.000    0.000 images.py:443(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:289(catch_warnings)
        1    0.000    0.000    0.000    0.000 core.py:5761(MaskedConstant)
        1    0.000    0.000    0.000    0.000 __init__.py:447(__init__)
        1    0.000    0.000    0.000    0.000 plugins.py:22(all)
        1    0.000    0.000    0.000    0.000 GUI.py:441(<listcomp>)
        1    0.000    0.000    0.000    0.000 plistlib.py:359(PlistParser)
        1    0.000    0.000    0.000    0.000 contextdata.py:20(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method seterrobj}
        1    0.000    0.000    0.000    0.000 weakref.py:200(update)
        3    0.000    0.000    0.000    0.000 __init__.py:482(CFunctionType)
        1    0.000    0.000    0.000    0.000 vbo.py:45(Implementation)
        1    0.000    0.000    0.000    0.000 ctypesparameters.py:27(CtypesParameterHandler)
        5    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 sprite.py:221(DirtySprite)
        1    0.000    0.000    0.000    0.000 numeric.py:2710(__exit__)
        2    0.000    0.000    0.000    0.000 datetime.py:1017(__new__)
        1    0.000    0.000    0.000    0.000 warnings.py:343(__exit__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:213(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 warnings.py:88(_processoptions)
        2    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        1    0.000    0.000    0.000    0.000 calendar.py:21(IllegalMonthError)
        7    0.000    0.000    0.000    0.000 arrayhelpers.py:46(__init__)
        2    0.000    0.000    0.000    0.000 converters.py:298(totalCount)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 index_tricks.py:461(ndenumerate)
        3    0.000    0.000    0.000    0.000 extensions.py:154(pullExtensions)
        1    0.000    0.000    0.000    0.000 numeric.py:2716(_setdef)
       10    0.000    0.000    0.000    0.000 pkg_resources.py:743(_added_new)
       45    0.000    0.000    0.000    0.000 {built-in method divmod}
        1    0.000    0.000    0.000    0.000 cursors.py:32(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 case.py:1186(FunctionTestCase)
        2    0.000    0.000    0.000    0.000 converters.py:305(<listcomp>)
        4    0.000    0.000    0.000    0.000 __init__.py:1040(__init__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 main.py:80(TestProgram)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 suite.py:75(TestSuite)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 index_tricks.py:434(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:2701(__init__)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:226(LogRecord)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        1    0.000    0.000    0.000    0.000 nones.py:18(NoneHandler)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        4    0.000    0.000    0.000    0.000 datetime.py:267(_check_date_fields)
        1    0.000    0.000    0.000    0.000 sprite.py:1392(collide_circle_ratio)
        1    0.000    0.000    0.000    0.000 GUI.py:380(<listcomp>)
        1    0.000    0.000    0.000    0.000 main.py:46(Hex)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:150(_ndptr)
       27    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 main.py:144(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:2706(Requirement)
        1    0.000    0.000    0.000    0.000 pkg_resources.py:374(IResourceProvider)
        1    0.000    0.000    0.000    0.000 info.py:176(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:83(_OptionError)
        1    0.000    0.000    0.000    0.000 {built-in method exp}
        1    0.000    0.000    0.000    0.000 core.py:5564(mvoid)
        1    0.000    0.000    0.000    0.000 plistlib.py:115(DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 difflib.py:1677(HtmlDiff)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 case.py:30(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 __init__.py:240(c_char_p)
        1    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:28(BadZipFile)
        2    0.000    0.000    0.000    0.000 GL_2_0.py:280(_afterCheck)
        1    0.000    0.000    0.000    0.000 getlimits.py:24(finfo)
        1    0.000    0.000    0.000    0.000 GUI.py:220(Overlay)
        1    0.000    0.000    0.000    0.000 version.py:28(<module>)
        6    0.000    0.000    0.000    0.000 {method 'replace' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:417(__init__)
        1    0.000    0.000    0.000    0.000 _types.py:28(<listcomp>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1501(__init__)
       17    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 pkg_resources.py:350(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
